"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Integration of Web into an embedded SNMP-based management environment","Hong Liu; Xu Shao; Lingshan Kong; Wei Ding","BROADBAND NETWORK R&D LAB, BEUING UNIVERSITY OF POSTS and TELECOMMUNICATIONS (BUPT), China; BROADBAND NETWORK R&D LAB, BEUING UNIVERSITY OF POSTS and TELECOMMUNICATIONS (BUPT), China; BROADBAND NETWORK R&D LAB, BEUING UNIVERSITY OF POSTS and TELECOMMUNICATIONS (BUPT), China; BROADBAND NETWORK R&D LAB, BEUING UNIVERSITY OF POSTS and TELECOMMUNICATIONS (BUPT), China",5th IEEE International Conference on High Speed Networks and Multimedia Communication (Cat. No.02EX612),"7 Nov 2002","2002","","","320","324","SNMP (simple network management protocol) is nowadays the key enabling management technology, while Web technologies have proved attractive to network and systems management. Future developments in the management domain should be ""integrated"". An embedded management model, which provides an integrated device management framework, is presented. This model consists of five functional modules including system service layer, application layer, data layer, middle layer and access layer. Each module is described, as well as their relationship with each other. Then the key points of implementation are discussed. The system design with development tools provided by WindRiver Systems, which enable products to be developed cost-effectively and efficiently, is described in detail.","","0-7803-7600-5","10.1109/HSNMC.2002.1032599","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1032599","","Environmental management;Technology management;Web server;HTML;Research and development management;Telecommunication network management;Application software;Protocols;Broadband communication;Research and development","","","","8","IEEE","7 Nov 2002","","","IEEE","IEEE Conferences"
"On communication platform for teaching based on virtual instrument","Li Huan; Ren Bo","School of Information Science and Engineering, Shenyang Ligong University, Shenyang, China; School of Equipment Engineering, Shenyang Ligong University, Shenyang, China",2010 International Conference on Educational and Network Technology,"29 Jul 2010","2010","","","97","100","Virtual instrument software LabVIEW is a graphical programming language characterized by easy to be read and understood. So it is suitable for teaching difficult theoretical kinds of courses. Communication theory is a theoretical course and its many concepts are abstract. To solve the problems of hard to learn and teach the course, a teaching platform for communication theory was built by virtual instrument development tools-LabVIEW in this paper. The platform covers the main contents of the course and demonstrates communication systems animatedly. The novel platform provides a new way for teaching and more resources for campus web. Take band-pass digital communication system for example,2ASK(Amplitude shift keying) modulation and demodulation simulation system is established.","","978-1-4244-7662-6","10.1109/ICENT.2010.5532136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5532136","virtual intrument;LabVIEW;communication platform;2ASK","Education;Instruments;Circuit simulation;Hardware;Communication system software;Computer languages;Communication systems;Signal analysis;Packaging;Electronic mail","","","","10","IEEE","29 Jul 2010","","","IEEE","IEEE Conferences"
"Implementing automatic testing is not so automatic","Y. Lev-Yehudi; A. Perry","Research & Development Division, Magic Software Enterprises Limited, Or-Yehuda, Israel; Research & Development Division, Magic Software Enterprises Limited, Or-Yehuda, Israel",MELECON '98. 9th Mediterranean Electrotechnical Conference. Proceedings (Cat. No.98CH36056),"6 Aug 2002","1998","1","","425","429 vol.1","This work describes a process improvement experiment (PIE), that was designed to improve the software testing methodology, of Magic Software Enterprises Ltd. Magic's business is related to the provision of application development tools supported on a wide range of platforms, operating systems, and network, and interfacing with many data base management systems. The baseline project is part of a release of Magic Version 8-Enterprise Edition, that includes expanded capability in handling of Web connectivity. In the PIE, the data base gateways part of the product were re-tested using new automatic procedures, and were compared to the current manual method. This article mainly focuses on the qualitative results of the experiment, rather than the quantitative ones, to serve as an input for organizations who are considering implementation or intend to implement similar methods in their QA process. The project is part of an overall process to raise the level of development technology of Magic Software Enterprises from level one on the SEI CMM scale to level two.","","0-7803-3879-0","10.1109/MELCON.1998.692458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=692458","","Automatic testing;Software testing;Application software;System testing;Software development management;Companies;Time measurement;Stability;Programming;Operating systems","","","","9","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Demo abstract: Reproducible deployment of pervasive applications","O. Günalp; C. Escoffier; P. Lalanda","Grenoble Univeristy, Grenoble, France; Grenoble Univeristy, Grenoble, France; Grenoble Univeristy, Grenoble, France",2015 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops),"29 Jun 2015","2015","","","211","213","Pervasive systems present stringent requirements that make software deployment especially challenging. The unknown and fluctuating environment in which pervasive applications are executed discards traditional approaches. As a result, there is an increasing need for a reproducible and dynamic deployment process. In last years, we developed several industrial pervasive platforms and applications. Based on these experiences we propose Rondo, a tool suite for deploying pervasive applications. Rondo includes a domain-specific language for declaratively describing applications, a deployment manager that can dynamically apply these descriptions and development tools for helping the description of applications. In this paper we present this tool suite and a set of deployment scenarios in which we validated our approach, including a web framework and a home automation platform.","","978-1-4799-8425-1","10.1109/PERCOMW.2015.7134025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7134025","","DSL;Assembly;Software;Context;Pervasive computing;Monitoring;Conferences","","","1","6","IEEE","29 Jun 2015","","","IEEE","IEEE Conferences"
"The Design and Realization of Automotive Steering Gear Collaborative Design System Based on Multi-Agent","Yu-Feng Ding; Feng Yang; Bu-Yun Sheng; Zu-De Zhou","School of Mechanical and Electrical Engineering, Wuhan University of Technology, China; Hubei Province Digit Manufacturing Key Laboratory, Wuhan, China; School of Mechanical and Electrical Engineering, Wuhan University of Technology, China; School of Mechanical and Electrical Engineering, Wuhan University of Technology, China",2005 International Conference on Machine Learning and Cybernetics,"7 Nov 2005","2005","1","","276","281","Distributed collaborative design technology which supports teamwork is an advanced research of CAD/CAM development. Efficient distributed collaborative design environment is the urgent demand of engineering. Based on analyzing the characteristics of automotive steering gear collaborative design, the merits and demerits of the framework of collaborative design environment, a framework based on multi-agent combined with browse/server model is presented. Multi-agent collaborative work method is analyzed on the basis of colored and synchronized Petri net. An automotive steering gear collaborative design environment prototype system based on client/server architecture has been developed by means of database technology, multi-agent technology, web technology and development tools, such as VC++ 6.0, C++ Builder 5.0 and MSSQL Server 2000. The system has been tested by taking cycling ball steering gear as engineering case.","2160-1348","0-7803-9091-1","10.1109/ICMLC.2005.1526958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1526958","Multi-agent;Automotive steering gear;CSCD;Petrinet","Automotive engineering;Gears;Collaboration;Collaborative work;Design engineering;Teamwork;Design automation;Computer aided manufacturing;CADCAM;Collaborative tools","","","","7","IEEE","7 Nov 2005","","","IEEE","IEEE Conferences"
"Web delivery of engineering software and technical reference materials for distributed wind generation planning","T. L. King","Electrotek Concepts, Inc., Knoxville, TN, USA","IEEE PES Power Systems Conference and Exposition, 2004.","18 Apr 2005","2004","","","84","86 vol.1","The increase in computing power and the availability of rapid development tools for the Web have allowed traditional desktop software applications for engineering to be delivered via the Internet. Delivering applications in this fashion allows for quicker delivery, staged development, and easier software modifications. This paper describes the product architecture and the project methodology for the development and delivery of software analysis tools and technical reference materials used for the planning of distributed wind generation.","","0-7803-8718-X","10.1109/PSCE.2004.1397460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1397460","","Application software;Power distribution;Memory;Computer architecture;Logic;Power engineering and energy;Distributed power generation;Wind energy generation;Software tools;Internet","","","","3","IEEE","18 Apr 2005","","","IEEE","IEEE Conferences"
"Platform construction and implementation of software development course group","Ning Zhang; Tianmei Wang; Shuyun Zhang; Xuefeng Li","School of Information, Central University of Finance and Economics, Beijing, China; School of Information, Central University of Finance and Economics, Beijing, China; School of Information, Central University of Finance and Economics, Beijing, China; School of Information, Central University of Finance and Economics, Beijing, China",2011 International Conference on Computer Science and Service System (CSSS),"4 Aug 2011","2011","","","3372","3375","Software development courses are vital to computer related majors. These courses are interrelated and should be treated as a whole. This paper first presents an architecture for the platform construction of software development course group which is applicable to different computer-related majors. Based on introduction of structured programming language, object oriented programming language and development tools should be emphasized. Windows-based application development and web based application development are both important. Knowledge units of each course in the course group are then illustrated. Finally, several teaching methods appropriate for software development courses are introduced, including experimental teaching, bilingual teaching, and case teaching.","","978-1-4244-9763-8","10.1109/CSSS.2011.5972234","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5972234","software development;course group;platform architecture;body of knowledge","Java;Programming;Economics;Finance;Educational institutions;Information systems","","","","","IEEE","4 Aug 2011","","","IEEE","IEEE Conferences"
"Communication system for CIMS application integration platform","T. Huang; X. Wu; D. Shao; Y. Fu","Laboratory of Computer Science, Institute of Software, Chinese Academy of Science, Beijing 100080; Laboratory of Computer Science, Institute of Software, Chinese Academy of Science, Beijing 100080; Laboratory of Computer Science, Institute of Software, Chinese Academy of Science, Beijing 100080; Laboratory of Computer Science, Institute of Software, Chinese Academy of Science, Beijing 100080",Tsinghua Science and Technology,"17 Jan 2012","1999","4","1","1320","1324","CIMS has seen the growth of multi ple incompatible hardware architectures, each architecture supporting several incompatible operating systems, and each platform operating with various incompatible development tools (e. g., programming language compilers, DBMS, etc.) and one or more incompatible graphic user interfaces. Also, the growth of the Internet, the World Wide Web, has introduced new dimensi ons of complexity into the development process. All of these must be dealt with as the application is made workable in a distributed client server environment. This paper outlines the architecture of a communication system for the CIMS application integration platform. The communication system makes possible the request for service across heterogeneous platforms and networks, and provides some common solutions to issues common to CIMS applications.","1007-0214","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6077215","communication system;computer integrated manufacturing systems (CIMS);client/server","Computer integrated manufacturing;Computer architecture;Servers;Communication systems;Computers;Operating systems;Distributed databases","","","","","","17 Jan 2012","","","TUP","TUP Journals"
"The design of communication platform for teaching by virtual instrument","Ren Bo; Li Huan","School of Equipment Engineering, Shenyang Ligong University, Shenyang, China; School of Information Science and Engineering, Shenyang Ligong University, Shenyang, China",2010 International Conference On Computer Design and Applications,"9 Aug 2010","2010","5","","V5-519","V5-522","Virtual instrument software LabVIEW is a graphical programming language characterized by easy to be read and understood. So it is suitable for teaching difficult theoretical kinds of courses. Communication theory is a theoretical course and its many concepts are abstract. To solve the problems of hard to learn and teach, a teaching platform for communication theory was built by virtual instrument development tools-LabVIEW in this paper. The platform covers the main contents of the course and demonstrates communication systems animatedly. The novel platform provides a new way for teaching and more resources for campus web. As a example of the communication platform, MSK((Minimum Shift Keying)) modulation and demodulation simulation system is designed and demonstrated.","","978-1-4244-7164-5","10.1109/ICCDA.2010.5541080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5541080","virtual instrument;LabVIEW;communication platform;teaching;MSK","Education;Instruments;Circuit simulation;Computational modeling;Hardware;Computer languages;Signal analysis;Communication system software;Design engineering;Electronic mail","","","","10","IEEE","9 Aug 2010","","","IEEE","IEEE Conferences"
"COCA: Computation Offload to Clouds Using AOP","H. -Y. Chen; Y. -H. Lin; C. -M. Cheng","Intel-NTU Connected Context Computing Center, National Taiwan University, Taipei, Taiwan; CyLab, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan","2012 12th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (ccgrid 2012)","14 Jun 2012","2012","","","466","473","In this paper, we describe COCA -- Computation Offload to Clouds using AOP (aspect-oriented programming). COCA is a programming framework that allows smart phones application developers to offload part of the computation to servers in the cloud easily. COCA works at the source level. By harnessing the power of AOP, COCA inserts appropriate offloading code into the source code of the target application based on the result of static and dynamic profiling. As a proof of concept, we integrate COCA into the Android development environment and fully automate the new build process, making application programming and software maintenance easier. With COCA, mobile applications can now automatically offload part of the computation to the cloud, achieving better performance and longer battery life. Smart phones such as iPhone and Android phones can now easily leverage the immense computing power of the cloud to achieve tasks that were considered difficult before, such as having a more complicated artificial-intelligence engine.","","978-1-4673-1395-7","10.1109/CCGrid.2012.98","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6217455","computation offload;aspect oriented programming;Android operating system","Smart phones;Artificial intelligence;Servers;Java;IEEE 802.11 Standards;Programming;Software","","21","","34","IEEE","14 Jun 2012","","","IEEE","IEEE Conferences"
"Contextual collaboration: platform and applications","H. Lei; Dipanjan Chakraborty; H. Chang; M. J. Dikun; T. Heath; J. S. Li; Nitin Nayak; Yasodhar Patnaik","IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA; University of Maryland, Baltimore, MD, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA","IEEE International Conference onServices Computing, 2004. (SCC 2004). Proceedings. 2004","22 Nov 2004","2004","","","197","206","Contextual collaboration refers to people-to-people collaboration from within IT-enabled business operations. We have designed and implemented a middleware platform for enabling contextual collaboration, and built collaborative applications on top of the platform. The platform embodies three main themes: on-demand, adaptive, and integrated. It is on-demand in that it allows collaboration data and services to be accessed from within business applications as the business need arises. It is adaptive in that it brings the right set of collaboration elements to the user, in a manner sensitive to business context. It integrates collaboration elements across multiple sources, multiple modalities, and multiple vendor technologies. In addition, it integrates structured collaborative activities with ad hoc peer collaboration tools, and with the business processes at large. To validate and leverage the contextual collaboration platform, we have developed an eclipse-based collaborative development environment and a browser that enables collaborative Web applications. Our contextual collaboration platform and applications promise to yield a more productive and more satisfying business practice.","","0-7695-2225-4","10.1109/SCC.2004.1358007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1358007","","Collaboration;Collaborative tools;Collaborative work;Humans;Context-aware services;Middleware;Switches;Process planning;Product design;Contracts","","5","1","24","IEEE","22 Nov 2004","","","IEEE","IEEE Conferences"
"Components of a Wiki-based software development environment","V. Gruhn; C. Hannebauer","Paluno-The Ruhr Institute for Software Technology, University of Duisburg-Essen, Essen, Germany; Paluno-The Ruhr Institute for Software Technology, University of Duisburg-Essen, Essen, Germany","2012 IEEE Symposium on E-Learning, E-Management and E-Services","21 Jan 2013","2012","","","1","6","Software developers who want to join an existing software development project must first overcome a contribution barrier. The contribution barrier can prevent prospective software developers from joining the project. This contribution barrier comprises technical as well as social hurdles. This paper describes the components of a Wiki Development Environment (WikiDE): A wiki system with which software developers can edit, compile, and debug applications using a standard web browser. Such a WikiDE minimizes the technical hurdles of the contribution barrier. With a WikiDE, software developers can join software development projects more quickly and less software developers are completely prevented from joining.","","978-1-4673-2389-5","10.1109/IS3e.2012.6414952","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6414952","Wiki;IDE;Software Engineering;Reference Architecture;FLOSS","Software;Electronic publishing;Internet;Encyclopedias;Standards;Browsers","","1","","27","IEEE","21 Jan 2013","","","IEEE","IEEE Conferences"
"Ingredients for a New Wave of Ubicomp Products","T. Kubitza; N. Pohl; T. Dingler; S. Schneegaß; C. Weichel; A. Schmidt","University of Stuttgart, Germany; University of Stuttgart, Germany; Lancaster University, Germany; University of Stuttgart, Germany; University of Stuttgart, Germany; University of Stuttgart, Germany",IEEE Pervasive Computing,"17 Jul 2013","2013","12","3","5","8","The emergence of many new embedded computing platforms has lowered the hurdle for creating ubiquitous computing devices. Here, the authors highlight some of the newer platforms, communication technologies, sensors, actuators, and cloud-based development tools, which are creating new opportunities for ubiquitous computing.","1558-2590","","10.1109/MPRV.2013.51","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6562724","embedded computing platforms;prototyping;pervasive computing;integrated development environments","Technological innovation;Sensors;Embedded systems;Ubiquitous computing;Programming","","13","","1","IEEE","17 Jul 2013","","","IEEE","IEEE Magazines"
"Managing complexity: middleware explained","A. T. Campbell; G. Coulson; M. E. Kounavis","Electrical Engineering Department, Columbia University; Computing Department, Lancaster University; Columbia University",IT Professional,"6 Aug 2002","1999","1","5","22","28","Traditionally, most definitions seeking to characterize middleware suggest that it is the software that facilitates remote database access and systems transactions. More recently, the term has come to be associated-somewhat limitingly-with distributed platforms such as the Open Software Foundation's Distributed Computing Environment (DCE) and the Object Management Group's Common Object Request Broker Architecture (CORBA). And some have loosely applied it to systems as diverse as workflow support environments and even to the Web itself. We believe the essential role of middleware is to manage the complexity and heterogeneity of distributed infrastructures and thereby provide a simpler programming environment for distributed-application developers. It is therefore most useful to define middleware as any software layer that is placed above the distributed system's infrastructure-the network OS and APIs-and below the application layer.","1941-045X","","10.1109/6294.793667","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=793667","","Distributed computing;Middleware;Sockets;Application software;Environmental management;Network servers;Protocols;Computer network management;Transaction databases;Computer architecture","","32","7","","IEEE","6 Aug 2002","","","IEEE","IEEE Magazines"
"On-line laboratories for speech and image processing and for communication systems using J-DSP","A. Spanias; V. Atti; T. Thrasyvoulou; M. Yasin; M. Zaman; T. Duman; L. Karam; A. Papandreou; K. Tsakalis","Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA; Department of Electrical Engineering, MIDL-TRC Arizona State University, Tempe, AZ, USA","Proceedings of 2002 IEEE 10th Digital Signal Processing Workshop, 2002 and the 2nd Signal Processing Education Workshop.","15 Sep 2003","2002","","","174","179","J-DSP is a Java-based object-oriented programming environment that was developed at Arizona State University for use in the undergraduate DSP class [A. Sapnias et al., June 2000]. In this paper, we describe innovative software extensions on J-DSP to accommodate on-line laboratories for speech processing, image processing, and communications systems. Significant modifications in the object-oriented GUI of J-DSP that enable simulation of feedback systems are also presented. The speech processing functions enable on-line simulations of speech coding algorithms and include PCM and ADPCM quantization as well as more elaborate algorithms such as the LPC and the CELP. Image processing functionalities include development of 2-D signal processing capabilities including 2-D-FFT, 2-D-filter design, and 2-D graphics and picture processing. Communications functionality covers several aspects of analog and digital modulation and demodulation. On-line laboratory exercises have been developed in the aforementioned areas and posted on a web site (http://jdsp.asu.edu). This site also includes on-line evaluation forms for the exercises. Statistical and qualitative evaluations that assess the learning experiences of the students that use J-DSP are presented.","","0-7803-8116-5","10.1109/DSPWS.2002.1231098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1231098","","Laboratories;Speech processing;Image processing;Signal processing algorithms;Object oriented modeling;Java;Object oriented programming;Digital signal processing;Communication system software;Graphical user interfaces","","17","","2","IEEE","15 Sep 2003","","","IEEE","IEEE Conferences"
"Robot as a Service in Computing Curriculum","Y. Chen; Z. Zhou","School of Computing Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ, U.S.A.; School of Finance, Qilu University of Technology, Shandong, China",2015 IEEE Twelfth International Symposium on Autonomous Decentralized Systems,"30 Apr 2015","2015","","","156","161","This paper reports the newly designed first computer science and first programming course CSE101 developed and taught at Arizona State University, and disseminated to many other universities, to address the enrollment crisis as reported by ACM CS Curriculum Committee Review Task Force in 2008. The course teaches the basic computer science and engineering concepts and gives the students the first programming experience through robotics programming. The initial curriculum and the ongoing improvement of the course are presented. The course started with its experiment environment using Microsoft Robotics Developer Studio, Visual Programming Language, and Lego Mind storms robots. The environment is extended to a Web-based programming environment and Intel architecture-based robots.","1541-0056","978-1-4799-8261-5","10.1109/ISADS.2015.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7098252","Service-oriented architecture;RaaS;Internet of Things;computing curriculum","Robot sensing systems;Robot programming;Programming profession;Springs;Software","","5","","23","IEEE","30 Apr 2015","","","IEEE","IEEE Conferences"
"Towards a Domain-Independent ITS Middleware Architecture","S. Gross; B. Mokbel; B. Hammer; N. Pinkwart","Department of Informatics, Clausthal University of Technology, Clausthal-Zellerfeld, Germany; CITEC center of excellence, Bielefeld University, Bielefeld, Germany; CITEC center of excellence, Bielefeld University, Bielefeld, Germany; Department of Informatics, Clausthal University of Technology, Clausthal-Zellerfeld, Germany",2013 IEEE 13th International Conference on Advanced Learning Technologies,"19 Sep 2013","2013","","","408","409","Building an Intelligent Tutoring System (ITS) from scratch usually requires technological skills, expertise about the domain and tasks, and pedagogical knowledge. We propose a middleware which facilitates the construction of intelligently supported learning systems independently from the underlying (formalized) domain knowledge using typical re-usable components of ITSs, exchangeable plug-ins, and machine learning techniques running in Matlab. We proved our concept using a web-based programming environment as an example of an user interface component interacting with our ITS middleware.","2161-377X","978-0-7695-5009-1","10.1109/ICALT.2013.124","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6601966","intelligent tutoring system architecture","Middleware;Computer architecture;Java;MATLAB;Electronic learning;Educational institutions","","4","","9","IEEE","19 Sep 2013","","","IEEE","IEEE Conferences"
"W/AGE: the Windsor Attribute Grammar Programming Environment","R. A. Frost","School of Computer Science, University of Windsor, Windsor, ONT, Canada",Proceedings IEEE 2002 Symposia on Human Centric Computing Languages and Environments,"10 Dec 2002","2002","","","96","98","Advances in speech-recognition and wireless-communication technology have generated a growing interest in hands-free, eyes-free, access to, and navigation between, remote data sources. Owing to the fact that conventional query languages such as SQL cannot be spoken, there is a need to develop natural-language processors to be used in conjunction with speech interfaces. Ideally, it should be possible for non-programmers to create their own speech-accessible natural-language applications that they can easily add to a SpeechWeb, in a similar manner to the creation of web pages using hunt. The W/AGE programming environment is a step towards this goal.","","0-7695-1644-0","10.1109/HCC.2002.1046358","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1046358","","Programming environments;Moon;Planets;Planetary orbits;Database languages;Mars;Speech processing;Computer science;Navigation;Web pages","","3","","14","IEEE","10 Dec 2002","","","IEEE","IEEE Conferences"
"The DOGMA approach to high-utilization supercomputing","G. Judd; M. Clement; Q. Snell","Computer Science Department, Brigham Young University, Provo, UT, USA; Computer Science Department, Brigham Young University, Provo, UT, USA; Computer Science Department, Brigham Young University, Provo, UT, USA",Proceedings. The Seventh International Symposium on High Performance Distributed Computing (Cat. No.98TB100244),"6 Aug 2002","1998","","","64","70","Heterogeneous distributed computing has traditionally been a problematic undertaking which increases in complexity as heterogeneity increases. The recent advent of Java has made heterogeneous computing a fairly straightforward task. Nevertheless, many researchers have not considered the use of Java in a mainstream parallel programming environment. The performance of Java just-in-time compilers currently approaches optimized C for many applications, making Java a serious contender for supercomputing application development. This paper presents DOGMA (Distributed Object Group Metacomputing Architecture)-a new Java-based system which enables parallel computing on heterogeneous computers. DOGMA provides support for dedicated clusters as well as idle workstations through the use of a Web-based browse-in feature or the DOGMA screen saver, which improves workstation utilization. DOGMA supports parallel programming in both a traditional message-passing form and a novel object-oriented approach. This research provides a unified environment for developing high-performance supercomputing applications on heterogeneous systems.","1082-8907","0-8186-8579-4","10.1109/HPDC.1998.709957","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=709957","","Java;Application software;Distributed computing;Parallel programming;Message passing;High performance computing;Computer architecture;Optimizing compilers;Parallel processing;Concurrent computing","","3","","22","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Analogical representations of programs","D. Ploix","Laboratoire dIntelligence Artificielle, Universite Paris, Saint Denis, France",Proceedings First International Workshop on Visualizing Software for Understanding and Analysis,"7 Aug 2002","2002","","","61","69","In order to enhance the process of discovering and understanding unknown programs, we developed Zeugma: a programming environment for the construction, development and experimentation of analogical representations of programs. We consider an analogical representation of programs as a representation where the different parts, for example houses in a city or spiders on a web, illustrate, in an analogical manner, particular aspects of the program-its composition, its behavior or the underlying algorithm-according to a user determined task like maintenance, optimization, program understanding and algorithm animation. Zeugma includes a special sub-system permitting to dynamically define desired representations by specifying formal relationships between chosen representations and the chosen aspects of the program under consideration. It is these relations, which permit Zeugma to automatically generate corresponding static or dynamic representations.","","0-7695-1662-9","10.1109/VISSOF.2002.1019795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1019795","","Programming environments;Visualization;Cities and towns;Animation;Reverse engineering;Buildings;Debugging;Documentation;Process design;Urban planning","","3","","20","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"QPR.js: A runtime framework for QoS-aware power optimization for parallel JavaScript programs","W. Lee; C. Kim; H. Song; J. W. Lee","Samsung Electronics, Suwon, Korea; Samsung Electronics, Suwon, Korea; Sungkyunkwan University, Suwon, Korea; Samsung Electronics, Suwon, Korea",2014 IEEE/ACM International Symposium on Low Power Electronics and Design (ISLPED),"15 Oct 2015","2014","","","251","254","JavaScript has become a general-purpose programming environment that enables complex, media-rich web applications. An increasing number of JavaScript programs are parallelized to run efficiently on today's multicore CPUs, which are capable of dynamic core scaling (DCS) and voltage/frequency scaling (DVFS). However, significant power savings are still left on the table since an operating point (in terms of the number of active cores and CPU voltage/frequency) is selected by monitoring CPU utilization or OS events, without considering the user's performance goal. To address this, we propose QPR.js, a QoS-aware power-optimizing runtime system for JavaScript. Using the QPR.js API, the application developer can specify a QoS goal and provide a fitness function to quantify the current level of QoS. During execution the QPR.js runtime system uses this information to autonomously find an optimal operating point minimizing power consumption while satisfying the QoS goal. Our evaluation with five parallel JavaScript programs demonstrates an average of 35.2% power savings over the Linux Ondemand governor without degrading user experience.","","","10.1145/2627369.2627648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7298258","Power Optimization;DVFS;JavaScript;multi-core","Quality of service;Computer architecture;Switches;Graphics processing units;Runtime;Linux","","","","11","","15 Oct 2015","","","IEEE","IEEE Conferences"
"Design of a light tracking system using machine vision technique","S. A. A. Kareem; R. Akmeliawati; R. Muhida","Intelligent Mechatronics System Research Unit, Department of Mechatronics Engineering, International Islamic University Malaysia, Kuala Lumpur, Malaysia; Intelligent Mechatronics System Research Unit, Department of Mechatronics Engineering, International Islamic University Malaysia, Kuala Lumpur, Malaysia; Intelligent Mechatronics System Research Unit, Department of Mechatronics Engineering, International Islamic University Malaysia, Kuala Lumpur, Malaysia",2011 4th International Conference on Mechatronics (ICOM),"4 Jul 2011","2011","","","1","6","A two degree of freedom (DOF) light tracking system is presented in this paper. It uses a web camera as a vision sensor, PC sound cards as output signal controllers, and two DC motors as a pan-tilt driver mechanism. The sound card is expected to produce a higher output signal in a PWM form to drive the motors. The motors will react accordingly when they receive the signals to ensure that the camera always focuses on the centroid of the light source. The system used image processing technique to detect and determine the location of the light source and was programmed to send PWM through the sound card to drive the motors to correct the error produced from the light movement. In MATLAB programming environment, a closed-loop control is implemented to provide interaction between camera and sound cards as devices to control the motors to track the light source. The system has been designed and tested with various locations of light source. The data which were obtained by experiments indicate the ability of the proposed controller.","","978-1-61284-437-4","10.1109/ICOM.2011.5937165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5937165","light tracking system;sound card;pulse-width modulation;data acquisition;image processing","Cameras;DC motors;Light sources;Image processing;Pulse width modulation;Tracking;Data acquisition","","","","9","IEEE","4 Jul 2011","","","IEEE","IEEE Conferences"
