"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Obstacle Detection and Avoidance Robot with Multi-Control System Using IoT","A. Vijayaraj; A. Deepika; A. K; G. V; G. A; I. H","Department of IT, R.M.K. Engineering College, Chennai; Department of Information Technology, R.M.K. Engineering College; Department of Information Technology, R.M.K. Engineering College; Department of Information Technology, R.M.K. Engineering College; Department of Information Technology, R.M.K. Engineering College; Department of Information Technology, R.M.K. Engineering College","2023 International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering (RMKMATE)","3 Jan 2024","2023","","","1","7","This project aims to develop an obstacle detection and avoidance robot using the IoT (Internet of Things) with multiple control systems, including voice, terminal, and Bluetooth mode. The proposed robot is designed to navigate through its environment autonomously and avoid obstacles in its path using an ultrasonic sensor. It also includes a servo motor for steering and a gear motor for driving the wheels. The robot can be controlled using various modes, including voice mode, terminal mode, and Bluetooth mode. The voice mode allows the user to communicate with the robot using voice commands, while the terminal mode enables the user to send commands to the robot through a terminal window. The Bluetooth mode allows the user to control the robot wirelessly using a smartphone or a tablet. The proposed system uses an Arduino board as the microcontroller, which is programmed using the Arduino IDE. The IoT capabilities are implemented using a Wi-Fi module, which enables the robot to connect to the internet and be controlled remotely from anywhere in the world. The robot's data, including its location and sensor readings, are transmitted to a cloud-based platform using MQTT (Message Queuing Telemetry Transport) protocol. The system's versatility and multiple control modes make it suitable for various applications, including home automation, security, and surveillance, and industrial automation. Overall, the proposed system provides a cost-effective solution for building a versatile and efficient obstacle avoidance robot with multi-control systems using IoT.","","979-8-3503-0570-8","10.1109/RMKMATE59243.2023.10369630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10369630","Arduino uno;servo motor;ultrasonic sensor","Bluetooth;Service robots;Surveillance;Robot sensing systems;Acoustics;Windows;Mobile robots","","","","24","IEEE","3 Jan 2024","","","IEEE","IEEE Conferences"
"Support for learning while debugging in a distributed visual programming language","L. Ganesan; C. Scaffidi; A. Dove","Center for Applied Systems and Software, Oregon State University, Corvallis, OR, USA; Center for Applied Systems and Software, Oregon State University, Corvallis, OR, USA; National Instruments, Austin, TX, USA",2017 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"13 Nov 2017","2017","","","267","271","The LondonTube environment includes a visual programming language to ease creation of apps distributed at runtime over mobile devices, browsers and the cloud. However, a typical programmer still learning the language would struggle with debugging a program of realistic size, in large part due to the difficulty of finding and understanding bugs. We have implemented an IDE plugin aimed at showing where in the code the computation breaks down and helping the programmer to understand why that code might not be working. In a between-subjects experiment, novice LondonTube users with these new features asked fewer questions about the language than those without, and they gave the enhanced environment higher usability ratings.","1943-6106","978-1-5386-0443-4","10.1109/VLHCC.2017.8103477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8103477","visual language;learning;debugging","Debugging;Browsers;Visualization;Programming;Tools;Computer languages","","","","27","IEEE","13 Nov 2017","","","IEEE","IEEE Conferences"
"Nonlinear Neural Control Strategies versus Conventional Control — Case Study and Performance Comparison","R. -E. Tudoroiu; M. M. Santa; H. Florian; M. Zaheeruddin; S. M. Radu; N. Tudoroiu","Mathematics and Computer Science, University of Petrosani, Petrosani, Romania; Department of Automation, Technical University of Cluj-Napoca, Cluj-Napoca, Romania; Department of Automation, Technical University of Cluj-Napoca, Cluj-Napoca, Romania; Bulding, Civil, and Environmental Engineering Department, Concordia University, Montreal, Canada; Mechanical, Industrial and Transportation Engineering, University of Petrosani, Petrosani, Romania; Engineering Technologies Department, John Abbott College, Sainte-Anne-de-Bellevue, Canada","2024 IEEE International Conference on Automation, Quality and Testing, Robotics (AQTR)","14 Jun 2024","2024","","","1","6","The main objective of this paper is to design and implement in MATLAB Simulink R2023b programming environment an intelligent nonlinear neural control strategy for a full-state feedback linearization nonlinear plant model which belongs to a particular class of second degree of linearization. The key idea consists of the use the input-output dataset measurements of a conventional proportional-integral-derivative controller connected in a closed loop control structure with the nonlinear plant. It works in real time based on the online acquisition of the input-output dataset that is processed by a combination of shallow or deep learning neural network structures for its mapping. For “proof concept” and simulation purposes, a model of a shunt-connected dc motor is under investigation as a case study. The effectiveness of the proposed algorithm is demonstrated through an intensive number of simulations conducted on MATLAB Simulink programming platform. For performance analysis comparison, a benchmark is constructed based on the statistic indicators calculated for three control strategies, very useful to reveal the improvements.","1844-7872","979-8-3503-6193-3","10.1109/AQTR61889.2024.10554229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10554229","dc motor;feedback linearization;pid control;neural network pid adaptive control;speed control strategy;MATLAB Simulink;Simscape model","Torque;Software packages;Mathematical models;Real-time systems;Robustness;Performance analysis;Standards","","","","14","IEEE","14 Jun 2024","","","IEEE","IEEE Conferences"
"Block-based Programming for Two-Armed Robots: A Comparative Study","F. Fronchetti; N. Ritschel; L. Schorr; C. Barfield; G. Chang; R. Spinola; R. Holmes; D. C. Shepherd","Virginia Commonwealth University, Richmond, Virginia, USA; University of British Columbia, Vancouver, British Columbia, Canada; Virginia Commonwealth University, Richmond, Virginia, USA; Virginia Commonwealth University, Richmond, Virginia, USA; Virginia Commonwealth University, Richmond, Virginia, USA; Virginia Commonwealth University, Richmond, Virginia, USA; University of British Columbia, Vancouver, British Columbia, Canada; Louisiana State University, Baton Rouge, Louisiana, USA",2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),"14 Jun 2024","2024","","","505","516","Programming industrial robots is difficult and expensive. Although recent work has made substantial progress in making it accessible to a wider range of users, it is often limited to simple programs and its usability remains untested in practice. In this article, we introduce Duplo, a block-based programming environment that allows end-users to program two-armed robots and solve tasks that require coordination. Duplo positions the program for each arm side-by-side, using the spatial relationship between blocks from each program to represent parallelism in a way that end-users can easily understand. This design was proposed by previous work, but not implemented or evaluated in a realistic programming setting. We performed a randomized experiment with 52 participants that evaluated Duplo on a complex programming task that contained several sub-tasks. We compared Duplo with RobotStudio Online YuMi, a commercial solution, and found that Duplo allowed participants to solve the same task faster and with greater success. By analyzing the information collected during our user study, we further identified factors that explain this performance difference, as well as remaining barriers, such as debugging issues and difficulties in interacting with the robot. This work represents another step towards allowing a wider audience of non-professionals to program, which might enable the broader deployment of robotics.","1558-1225","979-8-4007-0217-4","","NSF(grant numbers:2024561); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548642","two-armed;robots;end-users;block-based;programming","Visualization;Robot kinematics;Parallel processing;Manipulators;Industrial robots;Task analysis;Usability","","","","49","","14 Jun 2024","","","IEEE","IEEE Conferences"
"Cyber-Physical Mobility Lab: An Open-Source Platform for Networked and Autonomous Vehicles","M. Kloock; P. Scheffe; J. Maczijewski; A. Kampmann; A. Mokhtarian; S. Kowalewski; B. Alrifaee","Chair for Embedded Software, RWTH Aachen University, Aachen, Germany; Chair for Embedded Software, RWTH Aachen University, Aachen, Germany; Chair for Embedded Software, RWTH Aachen University, Aachen, Germany; Chair for Embedded Software, RWTH Aachen University, Aachen, Germany; Chair for Embedded Software, RWTH Aachen University, Aachen, Germany; Chair for Embedded Software, RWTH Aachen University, Aachen, Germany; Chair for Embedded Software, RWTH Aachen University, Aachen, Germany",2021 European Control Conference (ECC),"3 Jan 2022","2021","","","1937","1944","This paper introduces our Cyber-Physical Mobility Lab (CPM Lab). It is an open-source development environment for networked and autonomous vehicles with focus on networked decision-making, trajectory planning, and control.The CPM Lab hosts 20 physical model-scale vehicles (µCars) which we can seamlessly extend by unlimited simulated vehicles. The code and construction plans are publicly available to enable rebuilding the CPM Lab.Our four-layered architecture enables the seamless use of the same software in simulations and in experiments without any further adaptions. A Data Distribution Service (DDS) based middleware allows adapting the number of vehicles during experiments in a seamless manner. The middleware is also responsible for synchronizing all entities following a logical execution time approach to achieve determinism and reproducibility of experiments. This approach makes the CPM Lab a unique platform for rapid functional prototyping of networked decision-making algorithms.The CPM Lab allows researchers as well as students from different disciplines to see their ideas developing into reality. We demonstrate its capabilities using two example experiments. We are working on a remote access to the CPM Lab via a web-interface.","","978-9-4638-4236-5","10.23919/ECC54610.2021.9654986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9654986","","Adaptation models;Trajectory planning;Computational modeling;Decision making;Computer architecture;Reproducibility of results;Trajectory","","25","","38","","3 Jan 2022","","","IEEE","IEEE Conferences"
"Intelligent Human–Machine Interface: An Agile Operation and Decision Support for an ANAMMOX SBR System at a Pilot-Scale Wastewater Treatment Plant","A. Nawaz; A. S. Arora; W. Ali; N. Saxena; M. S. Khan; C. M. Yun; M. Lee","School of Chemical Engineering, Yeungnam University, Gyeongsan, South Korea; Sherpa Space, Inc., Daejeon, South Korea; Department of Chemical Engineering and Technology, Jazan University, Jazan, Saudi Arabia; Indian Institute of Technology, Delhi, India; Department of Chemical Engineering, Doffer University, Salalah, Oman; Sherpa Space, Inc., Daejeon, South Korea; School of Chemical Engineering, Yeungnam University, Gyeongsan, South Korea",IEEE Transactions on Industrial Informatics,"14 Jun 2022","2022","18","9","6224","6232","Eco-efficient anaerobic ammonium oxidation (ANAMMOX) can eliminate toxic nutrients from wastewater and has been used in several nutrient removal technologies. However, its implementation for robust operation remains challenging because of process nonlinearity and time-variant characteristic, higher energy consumption, excess sludge produced, and biomass loss during sludge pumping. Also, sensor failure, process startup, and shut down present additional difficulties. In this article, an intelligent human–machine interface using an advanced numerical solution for a knowledge-based system (called ANKSys) was developed by integrating the fully optimized-functionality (soft sensing, decision making, and simulating model) data driven by supervisory control. This control consists of advanced algorithms (artificial neural network, Kalman filter, principal component analysis, least-square technique/renowned root-mean-squared error) using commercial software (MATLAB R2018a, Microsoft Visual Studio IDE 2016, Microsoft SQL Server 2014, OPC Automation with XGT series programmable logic controller). The developed ANKSys can help in online monitoring and optimal process operation by assessing risk and failure occurrences, acquiring data for data analysis, and managing operating expenditure. In real-time implementation, ANKSys enhanced the energy efficiency, i.e., 16% of a pilot-scale “LEAOX” wastewater treatment plant located at Daegu, Republic of Korea. Using this strategy, an optimal and sustainable operation for the removal of biological nitrogen was achieved.","1941-0050","","10.1109/TII.2022.3153468","National Research Foundation of Korea; Ministry of Education(grant numbers:2014R1A6A1031189); Korea Institute of Planning and Evaluation for Technology in Food, Agriculture and Forestry; Korea Smart Farm R&D Foundation; Agriculture, Food and Rural Affairs; Ministry of Science and ICT; Rural Development Administration(grant numbers:421008-04); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9721586","Advanced numerical solution for a knowledge-based system human–machine interface (ANKSys-HMI);anaerobic ammonium oxidation (ANAMMOX);decision support;soft sensor (SS);supervisory control and data acquisition (SCADA)","Wastewater;Nitrogen;Mathematical models;Inductors;Kinetic theory;Microorganisms;Soft sensors","","14","","30","IEEE","25 Feb 2022","","","IEEE","IEEE Journals"
"Open ecosystem for future industrial Internet of things (IIoT): Architecture and application","P. Zhang; Y. Wu; H. Zhu","Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China; Envision Energy Company, China",CSEE Journal of Power and Energy Systems,"5 Mar 2020","2020","6","1","1","11","Advanced sensing, data analysis and communication techniques have led to the emergence and tremendous development of industrial internet of things (IIoT) in recent years, which raises revolution in condition monitoring and maintenance for electrical assets. An open ecosystem for future IIoT is proposed in this paper and the architecture of the open ecosystem is discussed. An open development environment needs to be established for users to interact with power devices and servers freely via web or mobile applications installed on user terminals, increasing IIoT scalability and flexibility. The core technologies of open ecosystem in future IIoT are discussed, which include comprehensive sensing techniques, wide-area communication tools, Big Data service infrastructure, data analysis algorithms and intelligent maintenance schemes. An application of future IIoT ecosystem in wind farm maintenance is then presented. It is demonstrated that the efficiency and effectiveness of wind farm maintenance can be improved with the support of open ecosystem of future IIoT, providing an innovative insight for electrical assets monitoring and maintenance with high reliability.","2096-0042","","10.17775/CSEEJPES.2019.01810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9020219","Industrial internet of things (IIoT);IIoT-based development environment;open ecosystem;wind farm maintenance","Ecosystems;Maintenance engineering;Servers;Sensors;Software;Reliability;Internet of Things","","11","","","","5 Mar 2020","","","CSEE","CSEE Journals"
"A Cyber Secure Medical Management System by Using Blockchain","M. Rehman; I. T. Javed; K. N. Qureshi; T. Margaria; G. Jeon","Technology Risk Department, Ey ford Rhodes, Islamabad, Pakistan; Blockchain Department, The University of British Columbia, Vancouver, BC, Canada; Department of Electronic and Computer Engineering, University of Limerick, Limerick, Ireland; Health Research Institute (HRI), University of Limerick, Limerick, Ireland; Department of Embedded Systems Engineering, Incheon National University, Incheon, South Korea",IEEE Transactions on Computational Social Systems,"2 Aug 2023","2023","10","4","2123","2136","In the pharmaceutical industry, problems like counterfeit drugs, including vaccines, and their supply chain management problems like transparency, immutability, and traceability exist. In the case of vaccines, it becomes more difficult to standardize and detect fake vaccines because the public has less awareness and knowledge about vaccines. Moreover, the increase in online pharmacies gives more opportunities for counterfeiting vaccines to enter the authentic supply chain management system. We present transparent, immutable and secure vaccine supply chain (TISVSchain), a framework based on blockchain to handle the issues of counterfeited vaccines and vaccine supply chain problems like transparency, immutability, and traceability. Our proposed framework can run both on the private and public blockchain. We have implemented the framework on public blockchain by using remix ide and the smart contracts designed by solidity language run on very low gas cost. We also carried out several experiments by changing the number of nodes and their block time to evaluate the performance of our framework in terms of transaction per second (TPS), gas cost, and propagation delay. Our proposed framework improves the security by using offline unique account addresses in blockchain-based frameworks and improves the overall efficiency of the framework by keeping the gas cost low, finding a way to decrease the number of lost blocks to keep low propagation delay, and keeping high TPS value. TISVSchain shows us promising results to improve vaccine supply chain management’s overall performance, security, and efficiency.","2329-924X","","10.1109/TCSS.2022.3215455","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9963785","Blockchain;data management;secure data;supply chain;vaccine","Vaccines;Blockchains;Drugs;Supply chains;Supply chain management;Smart contracts;Security","","10","","35","IEEE","24 Nov 2022","","","IEEE","IEEE Journals"
"An Open Data and Open Services Repository for Supporting Citizen-Driven Application Development for Governance","Y. Charalabidis; C. Alexopoulos; V. Diamantopoulou; A. Androutsopoulou",University of the Aegean; University of the Aegean; University of the Aegean; University of the Aegean,2016 49th Hawaii International Conference on System Sciences (HICSS),"10 Mar 2016","2016","","","2596","2604","Open data portals have been a primary source for publishing datasets from various sectors of administration, all over the world. However, making open data available does not necessarily lead to better utilisation from citizens and businesses. Our paper presents a new framework and a prototype system for supporting open application development by citizen communities, through gathering and making available open data and open web services sources from governmental actors, combined with an application development environment, training material and application examples.","1530-1605","978-0-7695-5670-3","10.1109/HICSS.2016.325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7427508","Open data;collaborative governance;open services;Gov 2.0","Web services;Portals;Technological innovation;Government;Production;Collaboration","","7","","54","IEEE","10 Mar 2016","","","IEEE","IEEE Conferences"
"Framework for rapid prototyping of distributed IoT applications powered by WebRTC","J. Janak; H. Schulzrinne","Department of Computer Science, Columbia University, New York, NY, USA; Department of Computer Science, Columbia University, New York, NY, USA","2016 Principles, Systems and Applications of IP Telecommunications (IPTComm)","12 Dec 2016","2016","","","1","7","We argue that the future of Internet of Things (IoT) systems, especially when it comes to privacy and security, lies in distributed IoT applications. Distributed IoT applications implement a model we call ""computation follows data"". In this model, application modules are deployed directly on IoT devices that produce sensitive data. Developing such applications is, however, not easy. Based on our own experience, we identify the lack of a rapid prototyping and development environment as the biggest challenge in the development process. In this paper, we describe a framework that aims to help simplify the process. The framework provides a web-based user interface with interactive virtual IO ports and a runtime environment for IoT device emulation. We also describe a network architecture with support for WebRTC-based direct device-to-device connections. The network architecture allows experimentation with an entire network of IoT devices, both emulated and physical.","","978-1-5090-4248-7","10.1109/IPTComm39427.2016.7780249","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7780249","WebRTC;Internet of Things","","","4","1","22","IEEE","12 Dec 2016","","","IEEE","IEEE Conferences"
"Framework for Personalised Online Education based on Learning Analytics through the use of Domain-Specific Modelling and Data Analytics","S. Meacham; D. Nauck; H. Zhao","Computer and Informatics Department, Bournemouth University, Poole, UK; Business Modelling and Operational Transformation Research, British Telecommunications, Ipswich, UK; Computer and Informatics Department, Bournemouth University, Poole, UK",2019 Conference on Next Generation Computing Applications (NextComp),"28 Oct 2019","2019","","","1","7","This paper contains a framework for the design and development of adaptive Virtual Learning Environments (VLEs) to assist educators of all disciplines with configuring and creating adaptive VLEs tailored to their needs. The proposed work is performed in three stages: In the first stage, development of an adaptive VLE that collects learning analytics and enables the educator to parametrize (turn on/off) their collection. The output of these analytics gets stored for further processing. In the second stage, data analysis and processing has been performed for the collected information. In the third stage, the results have been used as an input to adaptive VLE to enable informed personalisation of the student learning path and other adaptations. In this paper, we have proposed the combined use of two different environments for the different stages to achieve the most from their specialisation. For the first and the third stage, the MPS Jetbrains environment for the development of a domain-specific language (DSL) for adaptive VLEs was utilised. This development environment assists the creation of a new DSL that will enable educators to focus on the domain aspects and configure their adaptive VLE implementation to their needs. For the second stage of data analysis, the weka library was used to process the data, apply a range of classification algorithms and produce/store results that can then be used as an input to the adaptive VLE DSL. Overall, the proposed frameworksystem is anticipated to isolate the domain problem from the corresponding implementation details of web development and data analysis and give the adaptive VLE developer a seamless environment to experiment with a very quick turn-around time with ideas in their domain. More automation and integration between the VLE and the data science algorithms utilised for learning analytics data are part of our future plans towards the greater vision of more autonomic and personalised VLEs.","","978-1-7281-1460-6","10.1109/NEXTCOMP.2019.8883640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8883640","eLearning;adaptive VLE;DSL;classification algorithms;weka library","DSL;Data analysis;Adaptation models;Domain specific languages;Libraries;Data collection;Unified modeling language","","2","","17","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"Towards Automatic Data Cleansing and Classification of Valid Historical Data An Incremental Approach Based on MDD","E. O’Shea; R. Khan; C. Breathnach; T. Margaria","University of Limerick, Limerick, Ireland; University of Limerick, Limerick, Ireland; University of Limerick, Limerick, Ireland; University of Limerick, Limerick, Ireland",2020 IEEE International Conference on Big Data (Big Data),"19 Mar 2021","2020","","","1914","1923","The project Death and Burial Data: Ireland 1864-1922 (DBDIrl) examines the relationship between historical death registration data and burial data to explore the history of power in Ireland from 1864 to 1922. Its core Big Data arises from historical records from a variety of heterogeneous sources, some aspects are pre-digitized and machine readable. A huge data set (over 4 million records in each source) and its slow manual enrichment (ca 7,000 records processed so far) pose issues of quality, scalability, and creates the need for a quality assurance technology that is accessible to non-programmers. An important goal for the researcher community is to produce a reusable, high-level quality assurance tool for the ingested data that is domain specific (historic data), highly portable across data sources, thus independent of storage technology.This paper outlines the step-wise design of the finer granular digital format, aimed for storage and digital archiving, and the design and test of two generations of the techniques, used in the first two data ingestion and cleaning phases.The first small scale phase was exploratory, based on metadata enrichment transcription to Excel, and conducted in parallel with the design of the final digital format and the discovery of all the domain-specific rules and constraints for the syntax and semantic validity of individual entries. Excel embedded quality checks or database-specific techniques are not adequate due to the technology independence requirement. This first phase produced a Java parser with an embedded data cleaning and evaluation classifier, continuously improved and refined as insights grew. The next, larger scale phase uses a bespoke Historian Web Application that embeds the Java validator from the parser, as well as a new Boolean classifier for valid and complete data assurance built using a Model-Driven Development technique that we also describe. This solution enforces property constraints directly at data capture time, removing the need for additional parsing and cleaning stages. The new classifier is built in an easy to use graphical technology, and the ADD-Lib tool it uses is a modern low-code development environment that auto-generates code in a large number of programming languages. It thus meets the technology independence requirement and historians are now able to produce new classifiers themselves without being able to program. We aim to infuse the project with computational and archival thinking in order to produce a robust data set that is FAIR compliant (Free Accessible Inter-operable and Re-useable).","","978-1-7281-6251-5","10.1109/BigData50022.2020.9378148","Irish Research Council; Science Foundation Ireland; Irish Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9378148","Data Collection;Data Analytics;Model-Driven Development;Historical Data;Data Parsing;Data Cleaning;Ethics;Data Assurance;Data Quality","Java;Quality assurance;Semantics;Big Data;Tools;Syntactics;Cleaning","","2","","34","IEEE","19 Mar 2021","","","IEEE","IEEE Conferences"
"Development of a Smart Power Consumption Monitoring Device for Household Load Activities","M. Ekuru; O. Popoola; A. Ramokone; A. k. Awelewa","Dept. of Electrical Engineering Centre for Energy and Electric Power, Tshwane University of Technology, Pretoria, South Africa; Dept. of Electrical Engineering Centre for Energy and Electric Power, Tshwane University of Technology, Pretoria, South Africa; Dept. of Electrical Engineering Centre for Energy and Electric Power, Tshwane University of Technology, Pretoria, South Africa; Dept. of Electrical Engineering Centre for Energy and Electric Power, Tshwane University of Technology, Pretoria, South Africa","2021 International Conference on Electrical, Computer and Energy Technologies (ICECET)","11 Feb 2022","2021","","","1","7","Different investigative methods for proficient energy usage while achieving energy reduction in residential buildings have been or are being undertaken. However, all most attempts have shortcomings, as a result, the grid tends not to meet the load demand effectively and most economically in terms of everchanging anticipated load. This study aims to propose an efficient solution for energy consumption and reduction in residential dwellings. This paper presents a hardware implementation of a smart power consumption monitoring device (a standard/peak load control technique) for household load activities in a laboratory experimental test environment. The aim of this study is to demonstrate the practicality of the developed meter/monitor and its efficacy in terms of its ability to capture/record energy information down individual appliance levels; the remote switching of loads; the remote control of loads (load priority classifications); the meter's ability to set the maximum demand limit; and lastly, the developed smart monitor is expected to provide a remote two-way communication between the utility and the user. In this study part of the circuit was simulated using Proteus Simulation, an online internet communication protocol. While the other part consists of the use of offline mode components. Atmel Studio 7 IDE software was used for the writing of the software code. Furthermore, the design operation performance was carried out using Simulink in MATLAB environment and MATLAB graphics. Three types of loads, namely, resistive, capacitive, and inductive loads were used to test the proposed technique adeptness. The results obtained demonstrated the proficiency of the developed monitoring device, this includes the ability to capture the individual appliance energy information, switch and control loads, and set desired maximum demand limit. Based on the test outcomes, the smart control technique is viable and can contribute towards reducing the strain on the grid while reducing household energy consumption due to improved demand utilization (usage).","","978-1-6654-4231-2","10.1109/ICECET52533.2021.9698529","Centre for Energy and Electric Power (CEEP); Tshwane University of Technology (TUT); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9698529","energy use;smart energy system;end-use appliance prioritization;peak load control technique;smart meter;household load activities","Meters;Home appliances;Energy consumption;Power demand;Switches;Writing;Smart meters","","1","","10","IEEE","11 Feb 2022","","","IEEE","IEEE Conferences"
"Development Environment for Hybrid Applications on Heterogeneous Clusters","H. V. Deepika; N. Mangala","C-DAC, System software for HPC, Bangalore, India; C-DAC, System software for HPC, Bangalore, India",2019 IEEE 9th International Conference on Advanced Computing (IACC),"30 Jan 2020","2019","","","55","62","The evolution of cluster computers based on multicores, many cores and GPGPU accelerators is encouraging application developers to write hybrid parallel programs. Hybrid parallel programming is quite complex as it requires use of multiple programming paradigms such as MPI, OpenMP, CUDA/OpenCL to exploit the varied computational power available in a system. The paper brings out the challenges faced by application developers desiring to use heterogeneous HPC clusters. It describes a unified development environment which eases the complete development lifecycle of hybrid parallel programs on a HPC cluster. The software is capable of providing access to multiple clusters of different architectures, owing to the modularity of design and web based approach. The paper also serves as a good resource for researchers interested to gain an insight into hybrid parallel programming.","2473-3571","978-1-7281-4392-7","10.1109/IACC48062.2019.8971597","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8971597","Hybrid parallel programming;Heterogeneous CPU-GPU architecture;Integrated Development Environment;petascale programming;programmer productivity","","","","","23","IEEE","30 Jan 2020","","","IEEE","IEEE Conferences"
"Retracted: Automatically Categorizing Software Technologies","S. Khan; W. Haider Butt","Department of Computer & Software Engineering, College of E&ME, National University of Sciences and Technology (NUST), Islamabad, Pakistan; Department of Computer & Software Engineering, College of E&ME, National University of Sciences and Technology (NUST), Islamabad, Pakistan",2022 2nd International Conference on Digital Futures and Transformative Technologies (ICoDT2),"8 Jun 2022","2022","","","1","6","The lack of informal language and software technology standard taxonomy makes it impossible to analyze technology trends on forums and other online sites. Researchers have done an in-depth study of the seven top-notch technology tools and proposed a better automated method to classify software technologies. e.g., Witt uses phrases that describe software tech or concept and put back a wide-ranging class that defines it (i. e., IDE). Furthermore, it defines its function (commercial, PHP). By extension, this method can dynamically compile the list using all technologies of a given type. In a same way working of WordNet, WebIsADb, WiBiTaxonomy, and few other tools is also studied by the researchers. Eventually, they compared these classification methodologies and establish that Witt, once used in software jargon, showed healthier results as compared to all other explanations assessed, lacking a conforming diminution in untrue alarm rates.","","978-1-6654-9819-7","10.1109/ICoDT255437.2022.9787457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9787457","","","","","","40","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
"The IDE as a scriptable information system","D. Asenov; P. Müller; L. Vogel","Dept. of Computer Science, ETH, Zurich, Switzerland; Dept. of Computer Science, ETH, Zurich, Switzerland; Ergon lnformatik AG, Zurich, Switzerland",2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE),"6 Oct 2016","2016","","","444","449","Software engineering is extremely information-intensive. Every day developers work with source code, version repositories, issue trackers, documentation, web-based and other information resources. However, three key aspects of information work lack good support: (i) combining information from different sources; (ii) flexibly presenting collected information to enable easier comprehension; and (iii) automatically acting on collected information, for example to perform a refactoring. Poor support for these activities makes many common development tasks time-consuming and error-prone. We propose an approach that directly addresses these three issues by integrating a flexible query mechanism into the development environment. Our approach enables diverse ways to process and visualize information and can be extended via scripts. We demonstrate how an implementation of the approach can be used to rapidly write queries that meet a wide range of information needs.","","978-1-4503-3845-5","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582780","code queries;software visualization;refactoring","Visualization;Heating;Data visualization;Information services;Software;Engines;Computer bugs","","","1","19","","6 Oct 2016","","","IEEE","IEEE Conferences"
"GPU Enabled Serverless Computing Framework","J. Kim; T. J. Jun; D. Kang; D. Kim; D. Kim","School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, Daejeon, KR; School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, Korea; School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, Korea; School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, Korea","2018 26th Euromicro International Conference on Parallel, Distributed and Network-based Processing (PDP)","7 Jun 2018","2018","","","533","540","A new form of cloud computing, serverless computing, is drawing attention as a new way to design micro-services architectures. In a serverless computing environment, services are developed as service functional units. The function development environment of all serverless computing framework at present is CPU based. In this paper, we propose a GPU-supported serverless computing framework that can deploy services faster than existing serverless computing framework using CPU. Our core approach is to integrate the open source serverless computing framework with NVIDIA-Docker and deploy services based on the GPU support container. We have developed an API that connects the open source framework to the NVIDIA-Docker and commands that enable GPU programming. In our experiments, we measured the performance of the framework in various environments. As a result, developers who want to develop services through the framework can deploy high-performance micro services and developers who want to run deep learning programs without a GPU environment can run code on remote GPUs with little performance degradation.","2377-5750","978-1-5386-4975-6","10.1109/PDP2018.2018.00090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8374513","Cloud Computing;Serverless Computing;Serverless Architecture;FaaS;GPGPU","Graphics processing units;Servers;Cloud computing;Containers;Computer architecture;Libraries;Standards","","14","","17","IEEE","7 Jun 2018","","","IEEE","IEEE Conferences"
