title|abstract|keywords|released|link
^The JBoss integration plug-in for IntelliJ IDEA^|^This paper is the final in a series of papers that describe a new plug-in for enabling the integration of the IntelliJ IDEA IDE with the JBoss application server. The JBoss plug-in was first conceived and implemented by Martin Fuhrer at Fuhrer Engineering. Parts 1, 2 and 3 discussed how to download and install the plug-in, how to create a project containing a web module, a session bean, a servlet, and an application module for deployment to JBoss. This paper discusses deployment and execution, showing how to create a remote deployment method using SSH Transfer, and a run configuration for both local and remote deployment.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-28444440239&doi=10.5381%2fjot.2005.4.9.c2&partnerID=40&md5=8e9c35582e2852637f276ac4cb0399a3^
^MTES: Visual programming environment for teaching and research in image processing^|^In this paper, we present a visual-programming environment for teaching and research referred to as "MTES". MTES(Multimedia Education System) is the system designed to support both lecture and laboratory experiment simultaneously in one environment. It provides tools to prepare online teaching materials for the lecture and the experiment. It also provides a suitable teaching environment where lecturers can present the online teaching materials effectively and demonstrate new image processing concepts by showing real examples. In the same teaching environment, students can carry out experiments interactively by following the online instruction prepared by lecturer. In addition to support for the image processing education, MTES is also designed to assist research and application development with visual-programming environment. By supporting both teaching and research, MTES provides an easy bridge between learning and developing applications. © Springer-Verlag Berlin Heidelberg 2005.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144432825&doi=10.1007%2f11428831_129&partnerID=40&md5=8dbadd49db3699a03a463fcc52350af2^
^Integrated development environment for digital image computing and configuration management^|^In this paper, we present a system referred to as "Hello-Vision." Hello-Vision is a software development environment that can be used in conjunction with research and application development in the area of image processing. It is an integrated environment that supports reusable image processing algorithm developments, systematic management of algorithms and related information. Hello-Vision's function is to simplify image processing applications using the algorithms and to provide an ideal environment for the education of practical image processing engineers. Hello-Vision adopts a true object-oriented approach supporting well-separated data classes similar to IUE (Image Understanding Environment) classes. This process allows algorithm to be written by their functions without user interface programming by separating the interface layer from data processing functions. The user-defined functions are easily registered in the online algorithm management systems and treated as a system command. Hello-Vision is equipped with a visual programming environment where a user can easily create image-processing applications by manipulating visual command icons and user-defined function icons that are created automatically when they are registered. Hello-Vision also provides an ideal environment where instructors can register their lecture materials for image processing theory, which allows hands-on experimentation with Hello-Vision through user interaction. © Springer-Verlag Berlin Heidelberg 2005.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-24944525046&doi=10.1007%2f11424925_3&partnerID=40&md5=ead5d86f68683e9f5038bbef4b278c11^
^Cooperative Ontology Development Environment CODE and a demo Semantic Web on Economics^|^Ontology is the backbone of Semantic Web. Ontology has drawn more and more concerns with the research works developing in the Semantic Web. The construction of large-scale ontologies will involve collaborative efforts of multiple developers. In this paper, we give a demonstration of our Cooperative Ontology Development Environment CODE and discuss a demo Semantic Web on Economics. © Springer-Verlag Berlin Heidelberg 2005.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144452467&doi=10.1007%2f978-3-540-31849-1_104&partnerID=40&md5=20b60b68cfa8eec1e19149efe200f9a5^
^Beating commercial products: Control system office and integrated development environment are the way to go^|^The success of office suites is based on the three fundamentals: consistent look and feel across applications, a common set of data manipulations (navigation, clipboards, undo/redo, copy and paste, find and replace etc) and the ability of different applications to process the same data (a table can be a part of a document in a word processor and a spreadsheet). This article discusses the same fundamentals in the context of control system software and shows that the "office paradigm" is relevant to it. To support office-like functions, data beyond raw measured quantities is required: we call this data metadata, and it encompasses - for example - machinereadable information about how different channels are logically organized into parallel hierarchies, how single values can be combined into group displays and how data items are interpreted differently according to the user interface context. We enumerate meta-data, describe how it is uniformly managed behind the scenes by Abeans, and how it enables generic applications such as table application, chart, archive or even IDE, to interoperate seamlessly as parts of an integrated suite.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899655356&partnerID=40&md5=59bcf081065b1c38fd76da2572b8b480^
^The OWL-S editor - A development tool for semantic Web Services^|^The power of Web Service (WS) technology lies in the fact that it establishes a common, vendor-neutral platform for integrating distributed computing applications, in intranets as well as the Internet at large. Semantic Web Services (SWSs) promise to provide solutions to the challenges associated with automated discovery, dynamic composition, enactment, and other tasks associated with managing and using service-based systems. One of the barriers to a wider adoption of SWS technology is the lack of tools for creating SWS specifications. OWL-S is one of the major SWS description languages. This paper presents an OWL-S Editor, whose objective is to allow easy, intuitive OWL-S service development and to provide a variety of special-purpose capabilities to facilitate SWS design. The editor is implemented as a plugin to the Protégé OWL ontology editor, and is being developed as open-source software. © Springer-Verlag Berlin Heidelberg 2005.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444564739&doi=10.1007%2f11431053_6&partnerID=40&md5=f7e903e11510baaeff8c8f2f097cf35d^
^JQuery: A generic code browser with a declarative configuration language^|^Modern IDEs have an open-ended plugin architecture to allow customizability. However, developing a plugin is costly in terms of effort and expertise required by the customizer. We present a two-pronged approach that allows for open-ended customizations while keeping the customization cost low. First, we explicitly limit the portion of the design space targeted by the configuration mechanism. This reduces customization cost by simplifying the configuration interface. Second, we use a declarative programming language as our configuration language. This facilitates open-ended specification of behavior without burdening the user with operational details. © Springer-Verlag Berlin Heidelberg 2006.^|^Domain-specific language; Integrated development environment; Logic programming; Program database^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745469860&doi=10.1007%2f11603023_7&partnerID=40&md5=e8e3152606ca8ccb433d76fd5570110d^
^The JBoss integration plug-in for the IntelliJ IDEA, Part 2^|^This paper is the second in a series of papers that describe a new plug-in for enabling the integration of the IntelliJ IDEA IDE with the JBoss application server. The JBoss plug-in was first conceived and implemented by Martin Fuhrer at Fuhrer Engineering. Part 1 discussed how to download and install the new JBoss plug-in, allowing the JBoss application server to integrate into the IntelliJ IDEA IDE development environment. It showed how to create a project with EJBs and web modules. This paper continues with our project created in Part 1 by describing how to add a stateless session bean. It is stateless because we are not concerned with remembering values of attributes between successive calls from the client. This paper also demonstrates that our session bean can be either remote (i.e., a bean with a remote interface) or it can be local (a bean with a remote interface). © JOT, 2005.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844487748&doi=10.5381%2fjot.2005.4.7.c3&partnerID=40&md5=9a4ead5075835672ca85eee65fbbf4a6^
^The Assistment Builder: A Rapid Development Tool for ITS^|^Intelligent Tutoring Systems are notoriously costly to construct [1], and require PhD level experience in cognitive science and rule based programming. The goal of this research was to ease the development process for building pseudo-tutors [5], which are ITS constructs that mimic cognitive tutors but are limited in that they only work for a single problem. The Assistment Builder is a system designed to rapidly develop, test, and deploy simple pseudo-tutors. These tutors provide a simple cognitive model based upon a state graph tailored to a specific problem. These tutors offer many of the features of rule-based tutors, but without the expensive creation time. The system simplifies the process of tutor construction to allow users with little or no ITS experience to develop content. The system provides a web-based interface as a means to build and store these simple tutors we have called Assistments. This paper describes our attempt to make the process of developing content easy for teachers. We present some evidence to suggest that these novice users can develop a tutor for a problem in under thirty minutes. © 2005 The authors. All rights reserved.^|^^|^2005^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952468860&partnerID=40&md5=39e9e97ed791cb7aa8d546d3ef519f18^
^View/edit/compile/run Web-based programming environment^|^A Web-based environment has been developed for students to perform C, Java, and shell programming. The environment runs on a Unix server, uses password authentication, and provides each student with separate project subdirectories that cannot be seen by other students. Options are available to view fiks, edit source code, compile, run, run in debug mode, run with output plotted and displayed as a GIF image, display C preprocessor output, display generated assembly code, display optimized assembly code, and insert compiler error messages as comments into the source code. The environment is implemented using a combination of C code, peri, and shell scripts, and is freely available (open source). The source code of the environment itself can be used as examples in an advanced Unix/C programming or security course. The environment has been used successfully in both sophomore and senior-level C programming courses, a graduate Unix/C programming course (C and shell programming), and a senior/graduate computer communications security course (Java programming).^|^^|^2004^|^https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1408552^
^A/B dashboard: the case for a virtual information systems development environment to support a rad project^|^The impact of digitization on organizational structures and processes is transforming relationships and work practices. The dynamics of the digital economy fuelled by the high rate of innovation in digital technologies demand that firms adopt an equally rapid and responsive information systems development model/paradigm to keep pace. With reference to Rapid Applications Development (RAD), this case study considers the degree to which an iterative and participative information systems development process is amenable to being conducted in a virtual manner. Using participatory action research, this paper investigates the potential for deploying a virtual learning environment as a CASE tool for the development of web-based applications. In this instance the final IT artefact is an operational prototype - the A/B Dashboard. We demonstrate that a virtual information systems development environment can successfully support a RAD/DSDM approach, resolving some of the existing problems associated with RAD.^|^^|^2004^|^https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1265630^
^Work in progress - An integrated programming environment suitable for distance learning^|^Autonomous Robots are used as a vehicle to learn programming in C and Java, to design neural network controllers, to experiment with Finite State Machines and to explore operating system concepts. Our environment is deployed as (i) physical robots (ii) multi-robot simulation written as a Java application (iii) distributed multi-robot simulation using client-server architecture running on the Web. This paper details the design rationale, implementation, deployment and reports evaluation of the work to date. The software is freely available from the author at c.price@worc.ac.uk. © 2004 IEEE.^|^Computer Science Education; Java; Real-Time Operating Systems^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-21644476341&partnerID=40&md5=baabf8d0ae3f3ef12c49739be4a24621^
^Separation of concerns: A web application architecture framework^|^Architecture frameworks have been extensively developed and described within the literature. These frameworks typically support and guide organisations during system planning, design, building, deployment and maintenance. Their main pupose is to provide clarity to the different modelling perspectives, abstractions, and domains of consideration within system development. In dpoing so they allow improved clarity with regard to the connections between the different models, and the selection of models tht are most likely to capture salient features of the system. In this paper we present an Architectural Framework which takes into account the specific characteristics of web systems. The framework is based around a two dimensional matrix. One dimension separates the concerns of different participants of the web system into perspectives. The second dimension classifies each perspective into development abstractions: structure (what), behaviour (how), location (where) and pattern. The framework is illustrated through examples from the development of a commercial web application.^|^Architecture classification; Web architecture; Web architecture framework; Web development tools; Web engineering; Web information system; Web management; Web modelling^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-25644445937&partnerID=40&md5=6917b4c9540e1012d8c6a0793160bbff^
^Formalizing the user's context to support user interfaces for integrated mathematical environments^|^This paper describes the several user-interface features for interactive theorem provers. Many of these features mimic functionality that already exists, and have great utility, in modern interactive development environments (IDEs). A formal kind theoretic model of a user's context is also presented. This model is used to formally describe the structure, behavior, and customization of the features. The functionality presented include browsers for basic mathematical constructs (declarations, theories, types, proofs, etc.), quick access to constructs definitions and uses (a short-cut sidebar, menus, or implicit hyperlinks), built-in contextual help, context- and type-aware completion and visual representation (expanding and collapsing structured elements of specifications, proof terms, and sequents), the graphical representation of language elements, and a user-extensible, type-aware pretty-printer. Research opportunities in interface design based upon the formal model are also identified and discussed. These features have been added to the PVS theorem prover as a proof-of-concept and will be available in its next major release. © 2004 Elsevier B.V. All rights reserved.^|^Interactive development environment; Interactive theorem prover; PVS theorem prover^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844487873&doi=10.1016%2fj.entcs.2004.09.015&partnerID=40&md5=3a4231ed935ce64ddb4afef528b26b0c^
^A development environment for customer-oriented Internet business: eBizBench^|^An important challenge in the age of Internet business is the proper alignment of customers' needs with the business system. In order to improve an Internet business system according to customers' needs continuously, reuse of design results is of particular importance. This paper proposes a development environment, called eBizBench, which provides support for this alignment and reusability. The eBizBench includes seven functions: (1) project management, (2) customer analysis, (3) value analysis, (4) web design, (5) implementation design, (6) repository management, and (7) repository. The eBizBench can help develop and maintain Internet business systems in a systematic fashion. The repository is useful for the conversion of design results among development environments. A real-life web site is illustrated to demonstrate the usefulness of the eBizBench. © 2003 Elsevier Inc. All rights reserved.^|^Customer orientation; Development environment; Internet business; Repository; Scenario^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342649476&doi=10.1016%2fS0164-1212%2803%2900218-8&partnerID=40&md5=6bb788f7b2da1b260f94a1bffbb4b87b^
^Accessibility and the next generation of web development tools introduction to the special thematic session^|^This session introduces a series of papers that present new perspectives to support the industry in its quest to support a wider variety of users. Through them, we will learn how different research groups are approaching the topic, and will try to understand whether the research arena is tackling in a supportive way the needs of the industry. © Springer-Verlag Berlin Heidelberg 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948993383&doi=10.1007%2f978-3-540-27817-7_44&partnerID=40&md5=b88b784efc6b5497af8d3481322ec080^
^Web interface for image processing algorithms^|^In this contribution we present an interface for image processing algorithms that has been made recently available on the Internet (http://nibbler.uni-koblenz.de). First, we show its usefulness compared to some other existing products. After a description of its architecture, its main features are then presented: the particularity of the user management, its image database, its interface, and its original quarantine system. We finally present the result of an evaluation performed by students in image processing.^|^Interface; Internet; Programming environment^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844220455&doi=10.1117%2f12.526787&partnerID=40&md5=c3cdd77ba1fe41ba659e66bd455810c3^
^The Concern Manipulation Environment [OOPSLA/GPCE]^|^The Concern Manipulation Environment (CME) aims to provide a set of open, extensible components and a set of tools that promote aspect-oriented software development (AOSD) throughout the software lifecycle. It has two main goals: □ To provide an open, integrated development environment (IDE) to enable software engineers to use AOSD techniques throughout the software lifecycle, and to allow them to use different AOSD approaches in an integrated manner. □ To promote the rapid development of new tools supporting AOSD at any stage of the software lifecycle, and to serve as an integrating platform for such tools, facilitating development and experimentation with new AOSD approaches. This demonstration will highlight a number of tools and components that are useful to software developers and to AOSD tool providers and researchers. Tools for software developers include ones that allow developers to identify, model and visualize concerns, aspects and relationships in their software, covering software artifacts of any type, including both code and non-code artifacts, and including latent concerns or aspects that were not separated in the artifacts; that enable flexible queries over software; and that compose/integrate aspects and other concerns. For AOSD tool providers and researchers, the demonstration will describe some of the CME's support for integration of tools and approaches within the environment, highlighting the integration of Java, AspectJ and Ant artifacts within the CME, and how to use the CME's extensible components to create new AOSD tools or prototypes rapidly.^|^Aspect-oriented software development (AOSD); Concern modeling; Eclipse open source; Extraction; Full-lifecycle software engineering; Integrated development environment; Integration; Separation of concern; Software composition; Software design; Software query^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951731643&doi=10.1145%2f1028664.1028681&partnerID=40&md5=423881164a5948fbcda39c6bc8dba9a9^
^A practical experience in workspace separation for developing multiple storefronts on customized commerce engines^|^In this paper, we describe our experience in separating workspaces, using the IBM VisualAge for Java development tool, for multiple web storefronts development for several major IBM public and private commerce sites. There was a need to create multiple workspaces since different storefronts may be developed at the same time. In addition, we wanted to keep the completed software packages for compatibility checking. Instead of tuning the current program setting to a desired mixed-version environment for each project, we generate a dedicated workspace by applying dependency analysis. New icons are created to conveniently invoke the development tool under different software packages and workspaces. We also present a systematic approach to facilitate the generation of a plan with instruction steps to produce new workspaces for their dedicated and required resources. © 2003 Elsevier Inc. All rights reserved.^|^Commerce engines; Dependency analysis; ECommerce; Integrated development environment; Software development; Web storefronts; Workspace separation^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444263248&doi=10.1016%2fS0164-1212%2803%2900243-7&partnerID=40&md5=07b84d535ef0c927b7699275ac544858^
^An object-oriented Petri Nets based integrated development environment for grid-based applications^|^The Object-Oriented Petri Nets (OOPN) based integrated solution to a grid-based application system modeling and enacting is proposed in this paper for simplifying designs and developments of the grid-based applications. An Integrated Development Environment is also provided to support the methodology proposed. Visual modeling to the system can be made by using OOPN to give a reliable system structure. Computing resources can be dispatched reasonably in terms of basic services of a grid-computing platform. Since the user requirement described in OOPN is an operational system requirement, as soon as the user creates the requirement model in OOPN, the grid-based application program can be generated automatically and executed actually on a grid system. The safe and reliable system structure can be obtained after getting through the deadlock detection. © Springer-Verlag Berlin Heidelberg 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048892199&doi=10.1007%2f978-3-540-24679-4_137&partnerID=40&md5=594be3c97e5d2dbc75478adde907326c^
^Implementing Coloured Petri Nets using a functional programming language^|^Coloured Petri Nets (CPNs) are a graphically oriented modelling language for concurrent systems based on Petri Nets and the functional programming language Standard ML. Petri Nets provide the primitives for modelling concurrency and synchronisation. Standard ML provides the primitives for modelling data manipulation and for creating compact and parameterisable CPN models. Functional programming and Standard ML have played a major role in the development of CPNs and the CPN computer tools supporting modelling, simulation, verification, and performance analysis of concurrent systems. At the modelling language level, Standard ML has extended Petri Nets with the practical expressiveness required for modelling systems of the size and complexity found in typical industrial projects. At the implementation level, Standard ML has been used to implement the formal semantics of CPNs that provide the theoretical foundation of the CPN computer tools. This paper provides an overview of how functional programming and Standard ML are applied in the CPN modelling language and the supporting computer tools. We give a detailed presentation of the key algorithms and techniques used for implementing the formal semantics of CPNs, and we survey a number of case studies where CPNs have been used for the design and analysis of systems. We also demonstrate how the use of a Standard ML programming environment has allowed Petri Nets to be used for the implementation of systems.^|^Coloured Petri Nets; Distributed and concurrent computation; High-level Petri Nets; Implementation techniques; Petri Nets; Programming environments and tools^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042841677&doi=10.1023%2fB%3aLISP.0000029445.29210.ca&partnerID=40&md5=7fb966ec7f21a6d04d697afab2ad686a^
^Unanticipated integration of development tools using the classification model^|^The increasing complexity of software development spawns lots of specialised tools to edit code, employ UML schemes, integrate documentation, and so on. The problem is that the tool builders themselves are responsible for making their tools interoperable with other tools or development environments. Because they cannot anticipate all other tools they can integrate with, a lot of tools cannot co-operate. This paper introduces the classification model, a lightweight integration medium that enables unrelated tools that were not meant to be integrated to cooperate easily. Moreover, the tool integration is done by a tool integrator, and not by the tool builder. To validate this claim, we show how to integrate several third-party tools using the classification model, and how it forms the foundation for the StarBrowser, a Smalltalk browser integrating different tools. © 2003 Elsevier Ltd. All rights reserved.^|^Development environments; Software classifications; Tool integration^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542303528&doi=10.1016%2fj.cl.2003.08.003&partnerID=40&md5=3ee66886dfe69836709de60351cfbf12^
^Example centric programming^|^Programmers tend to understand programs by thinking of concrete examples. Example Centric Programming seeks to add IDE support for examples throughout the process of programming. Instead of programmers interpreting examples in their head, the examples are written down and the IDE interprets them automatically. Advanced UI techniques are used to present the results closely integrated with the code. Traditionally distinct programming tools (the editor, Read-Eval-Print-Loop, debugger, and test runner) are unified into a single tool that might be called an example-enlightened editor. This is expected to benefit a wide spectrum of programming activities, for both novice and experienced programmers. Some novel methods for testing and development are made possible. In the longer term, example centrism has implications for the design of future programming languages. A prototype has been implemented for Java in Eclipse.^|^Debugging; Eclipse; Examples; Integrated development environment; Unit testing^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646141905&doi=10.1145%2f1028664.1028713&partnerID=40&md5=25d38d451978672ddc3151b8796a9c20^
^Agent-based web services framework and development environment^|^The current Web services technologies have not exploited sufficient semantics and approaches to dynamic service-oriented operations in open environments. This paper argues that such operations can be realized through agent-oriented interaction approaches. The key challenge is to develop an integration framework for the two paradigms, agent- and service-oriented, in a way that capitalizes on their individual strengths. This paper proposes the notion of agent-based Web services (AWS). We address several critical issues, including the appropriate architectural framework and the structure of its main elements (agent-based Web services), their meta-model, supporting technologies, integration method, and implementation approach. An integrated development environment for this framework called SOAStudio has been developed and tested by implementing a case study of a reverse auction e-marketplace.^|^Agent-based web services; E-marketplaces; Knowledge representation; Semantic description; Software agents; Web services^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-8344261472&doi=10.1111%2fj.0824-7935.2004.00260.x&partnerID=40&md5=f2eb5d143e9d6688ce534041f4eb2522^
^New web application development tool and its MDA-based support methodology^|^Web applications are ubiquitous on the Internet, and almost every type of business now needs to be able to quickly develop their own Web applications. This paper introduces a technology developed by Fujitsu that reduces the development period for Web applications and also improves their quality. The paper discusses a development style that enables iterative refinement of a specification and specification checking with customers.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142687096&partnerID=40&md5=1ff6aa919024e5883d63285c98749cfc^
^The Protégé OWL Plugin: An Open Development Environment for Semantic Web Applications^|^We introduce the OWL Plugin, a Semantic Web extension of the Protégé ontology development platform. The OWL Plugin can be used to edit ontologies in the Web Ontology Language (OWL), to access description logic reasoners, and to acquire instances for semantic markup. In many of these features, the OWL Plugin has created and facilitated new practices for building Semantic Web contents, often driven by the needs of and feedback from our users. Furthermore, Protégé's flexible open-source platform means that it is easy to integrate customtailored components to build real-world applications. This document describes the architecture of the OWL Plugin, walks through its most important features, and discusses some of our design decisions. © Springer-Verlag 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048834729&doi=10.1007%2f978-3-540-30475-3_17&partnerID=40&md5=2a7a247313d0fc173e0be858da2db821^
^Research on user programming environment in grid^|^Principal among the technical obstacles when using the grid environment is usability. Owing to the inherently complex, programs in grid will reflect some of the complexity. To make grid resources useful and accessible effectively to the users, as we think, it requires new software or environment to build and program applications. The goal of the user programming environment of Vega Grid is to simplify the programming of the grid in the same way that the Web simplified information sharing over the Internet. To the end, it is easier for ordinary users to develop, execute, and tune applications on the grid. In this paper, we firstly analyse the properties and capabilities grid programming tools should possess; and then describe our research on end-user programming environment when developing Vega Grid. We are now going to further develop our Grid End-user Programming Environment prototype. © Springer-Verlag Berlin Heidelberg 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048823526&doi=10.1007%2f978-3-540-24679-4_132&partnerID=40&md5=a3e499322b33d2e6bb5b6fba20ae8fe5^
^A GUI for Jess^|^The paper describes JessGUI, a graphical user interface developed on top of the Jess expert system shell. The central idea of the JessGUI project was to make building, revising, updating, and testing Jess-based expert systems easier, more flexible, and more user friendly. There are many other expert system building tools providing a rich and comfortable integrated development environment to expert system builders. However, they are all either commercial or proprietary products. Jess and JessGUI are open-source freeware, and yet they are well suited for building even complex expert system applications, both stand-alone and Web-based ones. An important feature of JessGUI is its capability of saving knowledge bases in XML format (in addition to the original Jess format), thus making them potentially easy to interoperate with other knowledge bases on the Internet. Jess and JessGUI are also used as practical knowledge engineering tools to support both introductory and advanced university courses on expert systems. The paper presents design details of JessGUI, explains its links with the underlying Jess knowledge representation and reasoning tools, and shows examples of using JessGUI in expert system development. It also discusses some of the current efforts in extending Jess/JessGUI in order to provide intelligent features originally not supported in Jess. © 2004 Elsevier Ltd. All rights reserved.^|^Development tools; Expert systems; Graphical user interface; Knowledge base interoperability^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442286164&doi=10.1016%2fj.eswa.2003.12.012&partnerID=40&md5=6cad59cffede3a83984a0f1dcb486982^
^An extensible editor and simulation engine for petri nets: renew^|^Renew is a computer tool that supports the development and execution of object-oriented Petri nets, which include net instances, synchronous channels, and seamless Java integration for easy modelling. Renew is available free of charge including the Java source code. Due to the growing application area more and more requirements had to be fulfilled by the tool set. Therefore, the architecture of the tool has been refactored to gain more flexibility. Now new features allow for plug-ins on the level of concepts (net formalisms) and on the level of applications (e.g. workflow or agents). © Springer-Verlag 2004.^|^Architecture; High-level petri nets; Integrated development environment; Nets-within-nets; Reference nets; Renew, plug-in; Tool^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048846690&doi=10.1007%2f978-3-540-27793-4_29&partnerID=40&md5=4896acf41e90e0a13e3fbedaf4f679c0^
^The GOPCSD Tool: An Integrated Development Environment for Process Control Requirements and Design^|^The GOPCSD (Goal Oriented Process Control Systems Design) tool is an integrated environment, where the process control systems engineer can construct, import, check, reason about, modify, validate requirements specifications and generate in the B specification language a formal specification of such process control requirements. Borrowing from the KAOS method, the GOPCSD tool adopts the goal-oriented hierarchy concept to enable easy tracing of the user needs to the requirements level, as well as the requirements to the design specification level. The tool offers a library and formal and informal checks and tests to aid correction and enhancement of the requirements; in addition, the normal systems engineer can use the tool effectively and automatically generate a B formal specification, thus not demanding a high-level of knowledge about the sophisticated mathematics supporting formal methods like B. © Springer-Verlag 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-21144454213&doi=10.1007%2f978-3-540-24721-0_19&partnerID=40&md5=b7bb5df51edc20511b537afe881de9ec^
^Model-driven agent-based web services IDE^|^Web services have not exploited sufficient semantics and approaches to dynamic service-oriented operations. Software agents have been developed for these operations. Current efforts on integrating Web services and agents are predominantly concerned with enabling the agents in existing systems to request, provide or broker Web services. This paper presents the notion of agentbased Web services (AWS) and describes an integration framework that utilizes software agents' model to construct semantic and dynamic Web services. Essential concerns about the integration have been addressed. Basic AWS meta model and model-driven integrated development environment (IDE) have been developed. The IDE has been evaluated by a case study of an e-MarketpIace service, reverse auction. © Springer-Verlag 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048877721&doi=10.1007%2f978-3-540-30466-1_47&partnerID=40&md5=2659e5c9d103ed76f5a18d1ef5482320^
^Cadena: An integrated development environment for analysis, synthesis, and verification of component-based systems^|^This tool paper gives an overview of Cadena - an integrated environment for building and modeling systems built using the CORBA Component Model (COM). Cadena provides facilities for defining component types using CCM IDL, specifying dependency information and transition system semantics for these types, assembling systems from CCM components, visualizing various dependence relationships between components, specifying and verifying correctness properties of models of CCM systems derived from CCM IDL, component assembly information, and Cadena specifications, and producing CORBA stubs and skeletons implemented in Java. Cadena has been applied to build applications in Boeing's Bold Stroke framework for avionics mission-control systems. Cadena is implemented in IBM's Eclipse open-source IDE and is freely available. © Springer-Verlag 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847258487&doi=10.1007%2f978-3-540-24721-0_11&partnerID=40&md5=126747a451898727b64ee7daf963b408^
^A combined runtime environment and web-based development environment for web application engineering^|^In the last 5 years, server side application server technology became very popular. The two most popular, .NET and J2EE have a large mindshare in the commercial world. Application servers have raised the productivity of server side web developers. In this paper we give a short overview of the history of application servers, and try to answer the question: what options or features would raise the productivity even more? While building commercial websites at 〈GX〉, we found out that that a combined web-based development environment and persistent runtime environment raised our productivity, even compared to .NET or J2EE environments. In this paper we describe such a system built at 〈GX〉, which we called a WRDE (Web-based Runtime and Development Environment), and show the strength and weaknesses of this approach. © Springer-Verlag 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750379989&doi=10.1007%2f978-3-540-25975-6_23&partnerID=40&md5=7378bfcbd757557b4438524d2eac453d^
^Integrated service component development tool on web services^|^The web services based on the HTTP protocol and XML are the efficient way to integrate distributed applications on the Internet. The web services contain SOAP, WSDL and UDDI standard, and various technologies related to them are researched now. In this paper, we design and implement an efficient integrated development tool for web services components. Generally a structure of web service components is constructed by combining other components closely. For this, it may be required the efficient mechanism during design of service components. Therefore we propose an integrated model of the functions required and some composition techniques of service components. Then we develop the integrated service component development tool. This automatic tool provides UML design on the GUI and includes some procedures that are creation and registration of WSDL document for accessing the web service component efficiently and that create wrapper class composing with the other services. As a result, this tool will provide the opportunity of faster and stable component development.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-13944256233&doi=10.1007%2f978-3-540-30501-9_166&partnerID=40&md5=9370b2cdcdade4885200aa0922389f5e^
^Integrating the soot compiler infrastructure into an IDE^|^This paper presents the integration of Soot, a byte-code analysis and transformation framework, with an integrated development environment (IDE), Eclipse. Such an integrated toolkit is useful for both the compiler developer, to aid in understanding and debugging new analyses, and also for the end-user of the IDE, to aid in program understanding by exposing semantic information gathered by the advanced compiler analyses. The paper discusses these advantages and provides concrete examples of its usefulness. There are several major challenges to overcome in developing the integrated toolkit, and the paper discusses three major challenges and the solutions to those challenges. An overview of Soot and the integrated toolkit is given, followed by a more detailed discussion of the fundamental components. The paper concludes with several illustrative examples of using the integrated toolkit along with a discussion of future plans and research. © Springer-Verlag 2004.^|^^|^2004^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048872768&doi=10.1007%2f978-3-540-24723-4_19&partnerID=40&md5=24e5a255aeb882de1134360cd8458e86^
